Rating,Comment
5.0 out of 5 stars,"LOVE this! I use this everyday. Heck I even enjoy eggs made in this, they come out perfect and the peel sooooo easy! Being able to sauté is a real nice feature and it works GREAT! The only thing I don't like, which is a common problem, the silicon ring holds odor not matter how you clean it. If anyone has a solution for that please let me know.This was the best investment I've made in a long time. It replaced several bulky appliances that I kept in a cabinet! This baby stays on my counter and works everyday!"
5.0 out of 5 stars,"This is my 3rd instant pot. I have one I take camping, one large one and this smaller one for when I'm cooking for two. I can make hard boiled eggs, rice, saute and brown meat then make soup. There isn't anything this pot can't do. Then when I'm done it cleans easy. I love it!"
5.0 out of 5 stars,Bought this for my spouse and she uses it 3-4 times each week since it has arrived. I will tell you that if you like yogurt and never though about making your own don't fear cause this does everything for you. Why pay $.80+ for a small amount of yogurt when you can make it for $2.00 or the price of a gallon of milk. This works so simple just set it and forget it. Then dinner is ready in minutes. As a side note we both are using this and loving it a lot.
5.0 out of 5 stars,"This is my new favorite toy. I would probably not recommend this to people who are looking to save time because they dislike cooking. But for people who love to cook and fool around in the kitchen-- get one! It's great fun. Beans and rice are cheap and healthy so I've been playing around with making up recipes for them using my ""iPot"" quite a lot since I got it about 3 months ago. Cooks a delicious rack of ribs in under 45 minutes that tastes like it's been on the grill all day. I love it."
3.0 out of 5 stars,"Hmmmm. I think the poor results so far from using this product has more to do with me needing to trial different cook times, as most of what I've tried is way undercooked. I quartered a head of cabbage and used the recommended time/pressure, and only the outside leaves of each quarter were properly steamed. I'm going to keep experimenting though. The unit itself is well made, and fairly easy to use. Just watch your hands when you vent that steam!!"
1.0 out of 5 stars,"Even though I received this on June 14th, I used it for the 1st time today (July 18th). There appears to be something wrong with the valve.  In the instruction manual it says the piece by the valve is supposed to pop up when the pressure is on. This is not happening, so all of the heat is staying in the bottom and burning the food. The burn indicator comes on, and I had to dump out what was in the pot, soak and scrub all of the excess food off of the bottom of the pot, and try again. The same thing happened. I have looked up everything I can find online and can’t seem to fix this issue. I would like a full refund on this product."
5.0 out of 5 stars,"Always wanted to have one. This one is supposed to be good for beginners and I felt it was easier then what I saw in Youtube about other pressure cookers. I love that you just need to press something to release the air pressure instead of turning something around. I just cooked lentil stew and it was so easy, simple and simple. Can't wait to try more. Oh but the smell is really strong, after you release the pressure. Must try to release it near a window next time."
5.0 out of 5 stars,"After several months of use, we've been really happy with our Instant Pot Duo. First of all, what this thing can do with a stew is incredible. Incredibly tender meat and perfectly cooked veggies in under an hour. Wow. In fact, I've yet to have a bad meal come out of this thing yet.I originally planned on purchasing a slow cooker, but I find myself barely ever using that function now. Everything is better in a pressure cooker! So glad I went with this."
5.0 out of 5 stars,"Even though I don't use it for all it can do, it's a great item. Good to use in summer when it's too hot to cook, and this one can fit a whole chicken. Then throw the bones back in to make broth. Half the time of regular cooking and delicious results. Cleaning it really well can be a little bit of a chore due to the shape of the lid and plastic ring, so I've mostly kept using it for savory dishes."
5.0 out of 5 stars,"Seems to be standing up for almost daily use for more than 2 months now. The inside vessel is made from stainless steel unlike others which are non-stick (ceramic) coated. So it is easy to clean even the most messiest sticky things. Have not explored all the different settings yet.But some of the items like the water drip catcher and the lid itself, I am not sure how long lasting they are."
5.0 out of 5 stars,"I bought the 8 qt because you can always make smaller quantities in a big cooker, but if you have something big, the smaller cooker might not work, so for the small price differential I went big.  It has worked will with everything I have made, including a whole chicken, rice, steamed veggies, yogurt, etc."
1.0 out of 5 stars,This product only worked once.  The second time I tried to use this instant pot it would not turn on at all.  Unfortunately the return window was already passed.
5.0 out of 5 stars,"I am absolutely addicted to this thing. At the time I bought it, this 8qt was on sale, cheaper than the 6qt that I was planning on getting, and now I am SO GLAD I got this one instead. It’s perfect for a family of four, and I don’t think a day has gone by yet that I haven’t used it. This thing is serious marriage material, and I’m pretty sure my husband he met me before I met my instant pot..."
5.0 out of 5 stars,I don’t have enough good things to say about my instant pot. It is the perfect size for me as I like to cook once for the whole week. I can easily make 5-10 meal portions in under 2 hours. It is such a dream to cook with and has so many versatile settings and features. It even keeps your food warm for 12 hours!
5.0 out of 5 stars,This was a gift and I will continue to give them  to my children and persons getting married! Such a great product.  We use ours all the time.
5.0 out of 5 stars,It has changed the way my family eats. Fresh & whole ingredients I choose to cook for my family.  No more frozen breaded meats..and oh the Mac & Cheese is the best ever.  Yogurt was the main reason for purchasing the InstaPot but now I'm cooking all of my meals in it.  I'm buying a second 7 in 1 InstaPot so I can cook my yogurt and make a meal at the same time.It has saved so much money because I was purchasing 3- 32 ounce yogurts a week....now I buy 2 gallons of whole milk and have enough yogurt for over 1 week. Plus the taste and texture after you strain it is premium yogurt!
5.0 out of 5 stars,"Do I need say more. This is the coolest gadget in my kitchen so far. Google Instant pot recipes and enjoy it my dear friend. No more timer setting, and I can check on other things while it takes care of my food. Dinner ready in 15 minutes. A total time saver.TIP- If you plan to cook kidney beans in this, make sure to soak it overnight and then boil it for couple of minutes. Kidney beans has some toxins which needs to be removed by boiling or so. Read some food poisoning cases on the internet, so just a heads up for the newbies. Else, this is god send."
5.0 out of 5 stars,"I love this pressure cooker!  I use it for many things.  I have the smaller one and I had to buy a bigger one when my boys are older and when I cook roasts.  I have cooked roasts, made rice pudding, cooked potatoes for mashed potatoes.  I love how it can sauté and not dirty up another dish.  I have used it for a slow cooker.  I put a towel over the steam when it releases the steam."
3.0 out of 5 stars,"It is a very good instant pot.  I rated lower because besides perfect rice,  I prefer either roasting or slow cooker.  Instant pot a lot of hype, in my opinion,  but if it encourages another generation or two to enjoy cooking, so be it."
5.0 out of 5 stars,Made some good healthy recipes!Love speed! Like cooking beans from dry without soaking! Lots of spices on beans required!Got it on prime day for great price! Never seen offered that cheap again!!
5.0 out of 5 stars,"I am extremely satisfied with this product and have used it nearly everyday since it arrived nearly a month ago. Yesterday I did a full pot of steamed seafood (shrimp, crab legs, potatoes, corn, and sausage) in about 15 minutes including the stage to build pressure. I did a lobster in the broiler only because it wouldn't fit and that's probably the only downside to this product - its limited capacity - we are mostly a family of three so it works fine for us on a routine basis; however, I do like to entertain regularly and that would require me to do things in batches. I have also done ribs which I precooked in the Instant Pot and finished up on the grill. My husband said they were some of the best ribs he'd ever had. It is wonderful for soups and stews - I also used it to cook batches of sweet potatoes - the first time I did them I over cooked them and had to use them for mashed sweet potatoes. The next time I did them I only set it for about seven minutes and they came out great - keep in mind we eat off of these for the week so they will be reheated which is why it was better for me to under cook them just a bit. I have used this product so much it has feeling now that i can get rid of some of my pots. Overall, I highly recommend this product - you won't be disappointed!"
4.0 out of 5 stars,Been wanting an Instant Pot for a long time and finally got one. I didn’t realize the side was dented until I was already preparing a meal in it. Works great! Just unfortunate that it arrived slightly damaged. Already tossed the box and all so I’m not gonna send it back just for a cosmetic issue.
5.0 out of 5 stars,Simply love. Fact -  I put frozen chicken in with some spices and vegetables first did sauté option then added chicken broth and pressure cooked option for 10 minutes and had a healthy but tasty dinner on the table that everyone loved. I'm sold. Forget a slow cooker this one thing does everything you want on a busy weekday.
5.0 out of 5 stars,Makes meats fall off the bone.  An Added Plus.......I  found Jeffery Eisner from pressure luck on You Tube with tons of delicious recipes using the Instant pot.  I'm thrilled.
1.0 out of 5 stars,I have an issue with the “burn” error. Almostevery time I am cooking I get the error even though I follow known instant pot recipes. I have tried all the tips I have found online ondeglazing and really scrubbing the bottom of the pot before turning on the pressure cook but none of it seems to help to the point that I am starting to think my product is defective. I have had my instant pot it for 3 months now and am battling this issue ever since.
5.0 out of 5 stars,Purchased this as a gift for a single young man and he first used it to make pulled-pork for sandwiches. He confirmed that the pork turned out delicious. Excellent purchase and gift.
5.0 out of 5 stars,"We are still learning how to best use this appliance.  We’ve made so e fantastic dishes and we’ve had a few not so good results, but the ability to prepare so much in one pot and to cook so rapidly is great."
5.0 out of 5 stars,"First day I owned it I was able to tell how useful it will be. You can make complete meals, side dishes, deserts, etc. I would recommend a cookbook specifically for Instant Pots to help learn the basics."
5.0 out of 5 stars,"I love the fact that even on slow cooking you can saute and simmer in the same pot. For example, when making chili I always saute onions, garlic and the beef together in a separate pan. Then I have to remove it to the crockpot. This completely eliminates that extra step.  I also made Black Eyed Peas for New Year's with a ham hock. It only took 20 minutes and my guests loved it."
5.0 out of 5 stars,We use ours mostly for pressure cooking and slow cooking. Very worthwhile product. I bought some for my brother and sister too and they enjoy theirs as well.Works well while camping as well. Don't have to worry about animals getting in it.
5.0 out of 5 stars,"I've used my Instant Pot to cook stew several times, chicken dishes and stuffed peppers,Spanish rice even hard boiled eggs.  Anything I cook now, I look at the Instant Pot recipes first and usually find them. As a bonus the recipes and typically easy and, of course, quick.  So far so good."
4.0 out of 5 stars,"It’s all the rage, so I thought I’d try one when it was on sale.  I’ve used it once, to make a Pork roast... it worked as promised.  However I feel like I have an explosive device in my kitchen.  Be careful with it.Still... it seems to do the job."
5.0 out of 5 stars,I finally broke down and bought one and it is everything I hoped for and more! Great product and easy to use. Tons of recipes out there on the web and it has replaced 4 other appliances in my home.I just recently moved to a much smaller place and this has been a great item to have. No heating the kitchen up and it's great for on the go cooking homes.
5.0 out of 5 stars,"I should have gotten this a long time ago!  Great time saver, easy to use.  The meals prepared in this are full flavored, moist, delicious.  Cleanup is easy.  I always brown beef and pork using the saute setting and then add everything else and use the meat/stew setting.  Fork tender pork chops and pot roast in less than an hour!  My jasmine rice cooks up perfectly on the rice setting.  I haven't tried the yogurt yet but will soon.  I highly recommend this for anyone!  ps:  MY HUBBY USES IT TO COOK A LOT WHEN I'M TRAVELLING AND HE LOVES IT."
5.0 out of 5 stars,"It works very well. I have an 8 qt size, it is quite bulky, so you do need some space for it. I threw away a few old pots in my kitchen. Speed wise, it takes some time to develop the pressure, and then some time to release the pressure. However, it can be left alone, while it is doing its job. I don’t use it for everything. Many foods I cook does not need a pressure cooker. But, many slow cooker recipes can be converted to quick pressure cooker recipes. I do think that it is for people who like to cook. It will take me some time before I have tried all the options it has, such as rice and sauté etc"
5.0 out of 5 stars,"This has become a great kitchen appliance!  We use it at least one a week and we are always amazed and happy the way food comes out!  We have made many great dishes and it amazing how well pasta dishes turn out, go figure!  Very glad we bought one!"
5.0 out of 5 stars,"I bought this because I had read about it on a few blogs. This has completely upped my dinner game… I can cook healthy, clean, fresh meals for my family in minutes-- that taste like I spent all day on it. This won't even get put up in my cabinet, Stays out on the countertop all the time. I cook five out of seven dinners a week in this. You can find amazing recipes all over the web/blogs for the Instant Pot."
5.0 out of 5 stars,"This thing changed my eating and cooking habits, to better! It is so easy and fast to cook with it and food tastes so much better. I use it for almost every main dish that I prepare, except for cooking pasta. The longest something takes to cook is frozen meat, up to 20 min., but everything else (veggies) are done within 2-3 minutes,  after this thing builds up pressure. Easy to clean, and once you get the instructions down, it is a no-brainer to use. Very pleased I got it and it is worth every dime. Received it promptly and it's been in use daily since I bought it a few months ago."
5.0 out of 5 stars,This amazing time saving device has completely replaced at least two other appliances in our kitchen and I predict maybe one more in the future. The ability to fill this lovely device with ingredients and come home to hot meal after work is absolutely amazing.
1.0 out of 5 stars,"Loved the use for 3 dinners. 4th dinner all set, NOTHING HAPPENED.  WE TRIED ANOTHER OUTLET, SAMENOTHING HAPPENED. Called Company Warranty and they said the fuse. Must have been the trouble. 1.50 for a fuse, dismantle the cooker and replace the fuse.I DON'T THINK SO.!  Company sent NEW replacement, two weeks later. Cooked our first meal of chicken 😁 and wasGreat. Let you know if in the futureWe have problems. GOOD LUCK WITH YOURS. 🤭🤭😘"
5.0 out of 5 stars,"Of all the appliances in my kitchen, this one is my favorite. I put things in frozen, choose whether I want slow cook, or pressure cook, turn it on & it does the rest of the work. I love that the liner inside is made of metal, not glass, & allows me to brown things if I desire. I love that the directions on the outside are relatively self explanatory (not crazy about reading a huge manual & it is not needed).  It will keep things warm for 10 hours, which I find to be a real advantage, as we do not always eat when scheduled, & also allows me to set it in the morning, & cook the time I would like, then it keeps it warm for me."
5.0 out of 5 stars,"I have had several electric pressure cookers in the past few years,and the Instant pot is,bar none, the very best pressure cooker I have ever had or seen.  First of all,the stainless steel pot is very high quality,and it is the only one I have ever seen that has adjustable temperature for the browning,or saute' cycle,which I think is very important and makes it so much easier to use.  I also like the way you can just rest the cover in the handle when you open it,instead of looking for a place to set it down. The entire unit is very high quality,and I just can't say enough good things about it.I use it almost every day,sometimes twice in a day. I am elderly,and it makes my life so much easier;also,the stainless steel pot cleans so easy. LOVE it!!  ~Dotty~"
5.0 out of 5 stars,"I received my Instant Pot yesterday and just tried it out.  I own two pressure cookers so I am neither afraid of pressure cooking nor a novice.  I was blown away with the rapid cooking and quality of the dish I prepared using the Instant Pot.  I am one of those who cooks almost everything from scratch, which means hours in the kitchen that really should be spent sleeping.  I can't wait to experiment with some more dishes - that sleep deficit may soon be a thing of the past!"
4.0 out of 5 stars,"So far one of the best thing I have purchased for my kitchen. Very easy to make curry, rice and other stuff."
5.0 out of 5 stars,We love our Instant Pot Duo 7in1. We have tried new recipes we may not have ever tried without the Instant Pot. I'm retired and have no desire to spend the better part of the day with meal prep. The Instant Pot cuts the prep time way down and we still get a delicious meal.
5.0 out of 5 stars,"I purchased the Instant Pot DUO80 after reading many reviews and have not been disappointed.  Glad I purchased the larger size, particularly when I am cooking for larger groups. There are plently of Instant Pot videos and blogs online for tips, great recipes and other user experiences. The multi-function capabilty is great for home use as well as for the RV where you might not have room to store/use multiple cooking appliances."
5.0 out of 5 stars,"We decided on this product after much shopping.  I must say that the instructions in the accompanying booklet were daunting. After reading the instruction booklet, I was convinced that this was a very complicated device.  However, I jumped in, put some soup ingredients in the stainless steel insert, and figured out where to hang the condensation collector and how to close the vent.  I pushed the button for soup and the Instant Pot did the rest.  After my first experiment, I ""got it"" and put aside the instruction booklet. I now rely on the one-page Quick Reference Guide.  This product has cooked everything perfectly so far."
5.0 out of 5 stars,"I don’t even know where to start. I was on the fence about buying one of these for well for a year. After joining the Instant Pot Community on FB, I decided to finally bite the bullet and get one. GAME CHANGER!!! I work full-time nights, so cooking dinner before going in has always been rough. Not anymore! My family gets fresh, hot meals in half the time. My picky eater child and skeptical husband are even sold on this. All I can say is that if you are on the fence, GO FOR IT!"
4.0 out of 5 stars,"This thing is giant. And great. I've only tried it for beans and to be honest, I haven't really found any other recipes that look appealing. Also, I didn't feel like this cooked super fast or anything. Even when you cook your food for only 30 minutes. It still takes 2 hours for it to simmer out all of the pressure. Sure you could let the pressure out yourself manually, but then your beans will still be hard...so...eh"
5.0 out of 5 stars,"I love this pot!! I cannot say enough good things about it’s quality and It is so easy to use. Every recipe I have made in the Instant Pot has been cooked perfectly. I was amazed at how quiet it is. I have another brand that is quite noisy. Anyway, I highly recommend the Instant Pot for beginners to experienced cooks."
5.0 out of 5 stars,"OMG, if you do not have one, buy one. My only regret is that I did not order it off the TV to get the cookbooks I now see.  I would get a couple for a big family.  I have make mouth watering pot roast in here with potatoes and carrots in just over 1 hour  (65 mins).  That's probably because I didn't know how long.  Times are getting shorter.  The pressure does wonders for pork roasts, etc.  Makes PERFECT rice every time.  You will love this!!"
5.0 out of 5 stars,"We absolutely love this pressure cooker, as this is the only pressure cooker I’ve had so can’t compare to others.  Cooks well. You can make everything in it. From hard boiled eggs to pork roast."
5.0 out of 5 stars,"My favorite kitchen appliance! Hard boiled eggs are a dream to shell cooked in the instant pot. I use it for so many things, sweet potatoes, bean soup from scratch, chili, veggies, fruit infused water, it is quick and the food is so flavorful. You will not regret purchasing this item!"
4.0 out of 5 stars,I like the insta pot but I don't love it. Don't be fooled into thinking this thing is a one stop shop. It does a couple things well but not everything. I love it for making soups and saucy meals. But it's far from perfect.
5.0 out of 5 stars,"I'm gonna be honest, I have no business in the kitchen. I'm the type of person that could find a way to burn water.  However, since I got my Instant Pot, I have had so many successes! Mashed potatoes! Rice! Horchata! Buffalo Chicken Dip! Soup! This really did open up a new world for me!"
1.0 out of 5 stars,"Purchased this and did the water test as instructed.  Water sputtered out of the release valve continuously through the entire cycle.  It was very loud and messy.  Re-positioned my seals, wiped everything down and tried again.  Same thing. Did this 4 times.  I have opened a help ticket with Instant Pot and have yet to be contacted or receive a response.  Will be returning this.  Very disappointed.  I have another brand and have never had an issue with it.  But everyone has raved about the additional features on this brand so decided to give it a try.  I have until tomorrow to return according to Amazons window so I feel lucky at least since according to other reviews, this same issue has occurred but after the window to return had closed."
5.0 out of 5 stars,"I had been wanting a pressure cooker for a long time.  I wanted one with a stainless pot and not one with the non-stick coating. I love my pressure Cooker and use it at least twice a week.  I wish it had came with more recipes but I have found that viewing youtube videos is very helpful. I love my pressure cooker.  One of my favorite meals now is to place potatoes in the bottom, add one cup water, layer cubed steak on top, add a can of Golden Mushroom soup and cook for 20 minutes.  Remove the steak and potatoes and set on saute to reduce the liquid down to a delicious gravy which only take a few minutes.  Comes out perfect every time."
2.0 out of 5 stars,I have used this a couple of times. It did great on my steel cut oats.  How ever i can't find a way to get recipes for it from the company. The link doesnt work and logging in I could only purchase no place to get recipes?
5.0 out of 5 stars,"I love my Instant Pot. I've made a lot of dishes and my husband raves about all of them. Have been able to use the different functions, so all dishes are cooked well and are delicious. I especially loved cooking ""Turkey Chili"" and make it often. Most of the time I use the saute function and then switch over to the pressure cooker, per recipe. Just love this cooker."
5.0 out of 5 stars,"Love this!  I found a website that allows you to plan meals ahead.  So I make a few weeks worth of dinners, stick them in the freezer and email the recipes to my husband.  When I'm working he pulls out what he wants, plunks it in the instant pot, pushes the buttons according to recipe directions and bam, meal is done in 15 minutes.  Every  meal has been tasty!  Chili, veggie-beef stew, chicken parm, honey bourbon chicken, french dip, pot roast, etc.  Highly recommend!"
5.0 out of 5 stars,Venting/Steam seems to be unreliable; Don't see the big deal other than timing with this. I can do the same thing in other things. Saves time but not dishes. Not as impressed as others. Makes one heck of a mess when vent is opened. Shoots liquid/gravy all over kitchen.
5.0 out of 5 stars,"I got this on Black Friday 2018.  I've used it on average, at least once a week.  To be able to take something like a frozen chuck roast and turn it into beef barbacoa in an hour is amazing.  I also make quick and easy pho (beef and chicken) in an hour.  It's easily one of the best kitchen tools that I've ever purchase...next to my coffee machine.  :-)"
1.0 out of 5 stars,"I've had this for a month now and today it just didn't turn on when I plugged it in. The cord plugs into the unit, and then the other end plugs into the wall. I made sure both ends were tightly connected, and then I checked multiple outlets. The thing died randomly."
5.0 out of 5 stars,"Got this item on Black Friday deal. All of our camping friends have them so we figured why not. This is an amazing item!  I have used it for dinner at least 10 times since i bought. Beef stew, from frozen to table 45 minutes with the most tender beef!  Frozen chicken breasts fully cooked in 15minutes!  2 pounds frozen ground turkey to taco meat in 20 minutes. I cant reccomend this item enough!  This is a must have"
5.0 out of 5 stars,"Gave it one star for safety. I love this thing, but the steam release valve could be a little safer. I just use a silicon glove rated to 400 degrees fahrenheit. Over all this is a great appliance, really well made, easy to use and I am still learning all the things you can do with it. Its like the dremmel tool of kitchen appliances."
5.0 out of 5 stars,"This pressure cooker is the ideal appliance. It cooks rice in like 5 minutes after warm up, cooks frozen chicken so well the meat falls off the bones as you eat it in under 15 minutes, and is easy to use & clean up. It has a removable pot on the inside and that makes for easy clean up. The only thing that would help better is if when the ring bell goes off and you must go press the release steam button, it would be great if it did that on its own. We have made so many dishes in this steamer, and it encourages us for much healthier eating since it cooks so fast."
5.0 out of 5 stars,"I wasn't quite sure what to expect, I was slow jumping on the Instant Pot wagon, but we love it and use it daily!!"
5.0 out of 5 stars,I bought four more for christmas gifts. it's the best kitchen appliance on the planet. I bet i use it at least once a day and often two or three times. (and I'm cooking for one).
1.0 out of 5 stars,"I am so excited to have an Instant Pot and presume I will rate it highly, but it gave a C1 Error Message first time I plugged it in-- the manual and any other things I've read have all said that's something you have to go through customer service to address (it is a central temperature detection error).  I put in a support ticket right away-- that's just been two days, and no word back-- hoping to hear back sooner than later.  Wondering what others' turnaround time has been for support tickets?"
5.0 out of 5 stars,"Such a great investment! Don’t be intimidated by this pressure cooker. It’s NOT like your parents or grandparents! Modern technology let’s you create the most delicious “Sunday Meals” in 1/10th of the time! Recipes are all over the Internet, so no excuse not to cook well! Seriusolt, chicken soup in and hot-better than your grandmothers that sat in the stove all day!!! Worth every penny!!"
5.0 out of 5 stars,Love it! All the features in one is just great. I am using it regularly! Love being able to make yogurt since the temp is so consistent. I've also made cottage cheese! I'll be trying ricotta next. I recently put a chunk of frozen ground beef in it for 20 min and it came out great! I've made all sorts of recipes I've found from Instantpot groups on Facebook and such and haven't been disappointed yet.
5.0 out of 5 stars,"Works great, does everything it says and more.Creativity is the limit.Unassembling and cleaning the lid is not hard but a little tedious, other than that I could use it every day."
5.0 out of 5 stars,I Love the Instant Pot. Fun to use. Awesome food comes out that I never dreamed I could make. Well made. The other brands can't touch this Instant Pot. put nutritious food on your table fast.
5.0 out of 5 stars,"My wife simply loves this and even gave away her crock pot.  Take a piece of meat that could be shoe leather and it will make it tender and succulent.  We have been able to salvage some store bought meat by cooking it in the Instant Pot under pressure.  But do NOT think you can toss in veggies with the meat and end up with an ideal stew - the veggies will be mush by the time the meat is done.  Cook stews in stages - meat until done, then a second, short time for everything and you'll be very happy."
4.0 out of 5 stars,Overall happy with product on first use. Need to read manual to operate. Its compact and nice. One less equipment on counter top without losing functionality.
5.0 out of 5 stars,Made a bbq beef brisket.... high pressure for 90 mins and it was better than anything I have got from a restaurant!This cooker is amazing!
4.0 out of 5 stars,I like it. But I am also confused by it. The timing is all messed up. I hate that 5 instapot minutes equals some arbitrary number of minutes close to 30. Also I have burned myself a couple of times while opening the steam valve.
4.0 out of 5 stars,"Beyond that i have not found much this does for us keto people that other stuff does just as well or better. Just personally, haven't seen the value."
5.0 out of 5 stars,I'm very pleased with this and recommend it to anyone and everyone. Well worth the cost and you can cook virtually anything in it. Search the internet for a recipe you don't even need a cookbook. However I would recommend a good cookbook with information on cleaning and care points. Check the reviews on cookbooks and even look inside a few of them and you will see what I mean.
5.0 out of 5 stars,"As someone who loathes cooking and knows very little about it, this appliance is amazing to me and makes me want to keep trying new recipes. It’s incredibly easy to use and dishes that would take hours to cook using other methods are done in a fraction of the time. Go for it!"
5.0 out of 5 stars,I love my instant pot. I have totally Replaced  places my crockpot. Meat always comes out tender and juicy. I have cooked beans in more than half the time and without soaking.
5.0 out of 5 stars,Great product
5.0 out of 5 stars,"My goto device for cooking.  From boiled eggs to chili to Indian butter chicken.  Goodbye rice cooker, crockpot, slow cooker,  stove top pressure cooker.  This device replaces them all.Why the Instant Pot over the others?- safety  (I've used the others, and Instant Pot is really that much better)- stainless!  (this alone was a huge deal for us, there is no Teflon coated pan, the stainless cleans easy and is SAFE)- easy and top choice by a lot of the top food bloggers"
5.0 out of 5 stars,"This is my first pressure cooker. I had a friend years ago that blew the lid off of her pressure cooker so I was always afraid to use one. Finally gave in and bought the instant pot because Amazon had an amazing price. Glad I bought it. Easy to use, safe and makes all day cooking a thing of the past. Happy customer"
5.0 out of 5 stars,Great for beginning cooks!
4.0 out of 5 stars,"This is an amazing item, not sure how I got by without it. Only negative is the cleaning after use. It does not clean easily and usually requires soaking, ugh! But I do it and it is ready for another use, yea!"
5.0 out of 5 stars,"This was the best purchase I have made. The Instant Pot is so versatile, I can do almost anything in this pot. I'm a self proclaimed Instant Pot Head.  I use this daily, for one meal or another, if not all. Steaming vegetables is so quick, but it will take time adjusting the times on how you like your food. Trial and error. My favorite fast breakfast, eggs seasoned in small ramekins and 1 minute. WOW."
5.0 out of 5 stars,I absolutely love the instant pot. I have used so many kitchen appliances. I’ve made frozen chicken and it comes out as juicy as if it had been in the crockpot for 8 hours. I have only used the high pressure and sauté modes so I have so much to tap into but so far it’s been awesome. Every dish I have made has come out amazing! This is truly a time saver for busy families. I highly recommend.
5.0 out of 5 stars,"It sat for awhile because I was intimidated, but it's a miracle worker! If you don't have one yet, you need it. Keep Googling for easy recipes, you will eventually get the nerve to open the box:)"
5.0 out of 5 stars,"I really love this Instant Pot. Still practicing on different meals, but so simple to do.  You actually can't make a mistake. My Pot roast came out so tender that you could cut it with a fork. My husband loved it.  I bought 2 lbs of kale to see how tender it would cook in my Instant Pot. It came out great. I'm going to cook for the holidays a Pork Butt Roast with sauerkraut, I know this is going to be so delicious. So glad I purchased this time savings Instant Pot.  I've had it only 2 months, and love it."
1.0 out of 5 stars,"After using the cooker just a handful of times since newly-purchased, it now will not close the red pressure valve properly.  Valve must be lifted and held closed manually to seal as unit builds heat, all while trying to avoid steam burn.  One plus is that cooker still performs all of its baby music sounds flawlessly!  Of course, the time window for returns has just passed.  What a disappointment!"
4.0 out of 5 stars,"I purchased a “like new” used model from Amazon, via Amazon Warehouse Deals. As it was described “like new” my expectations were high. It arrived a day early (yay!) but in the original Instant Pot packaging- no exterior Amazon box or packing materials/inserts. This irked me. I began opening the box and realized that it was likely never opened before. All of the packaging was intact and the manual and utensils were all in unbroken bags. I was pleasantly surprised and feeling victorious- instead of paying full priced I took a chance on a used model and had saved about fifty bucks.I set it up on the counter and did a test run, as suggested in the manual. Only then did I notice the huge dent in the side. Ugh. I chatted with three different Amazon reps- one was helpful and able to communicate proficiently, the other two were not. While they were happy to start the return process, they couldn’t just ship a replacement out to me as I’d purchased a used model. Again, ugh. This was still not a problem, but I soon grew angry when I discovered that there were no more cheaper priced used models. They were all priced at the same price point as the new model sold by Amazon. At this point I decided to try my hand at some troubleshooting. I easily disassembled the unit and pushed out the dent. It’s not perfect and there is still a little pucker on surface, but it’s much better.Since that minor annoyance I have whipped up some amazing food. Pulled pork (from start up to natural release in about 90 minutes), hard boiled eggs (12 minutes before a cold ice bath), and beef stew (an hour and forty minutes). The food is incredible. I was skeptical and now I’m a believer. I am planning on making some turkey chili tomorrow, and hopefully some homemade stocks sometime soon. I am also eager to try risotto!If not for the hassle of the damage and irritation that was trying to explain my issue to customer service, I’d give the product five stars. Those of you with one- be careful! That sucker dents easily it seems!"
5.0 out of 5 stars,"oooo why did it take me so long to buy one of these. Cooks fast, cleans fast, easy to use."
3.0 out of 5 stars,"These pots can be very dangerous.  There are no recalls on the recent models, but there were many a few years ago.  Did not research enough before purchase."
5.0 out of 5 stars,"Just got this yesterday and made Chicken Noodle Soup with 4 bone-in thighs.  Great Scott!  It was THE best soup I've made so far.  In 20 minutes I had the best home-made chicken noodle soup.  So fast, easy to clean and not much of a space-hog.  I will be using this almost every day.  So glad I tried this and the sale price was so good it made me buy it.  Love this Instant Pot!"
5.0 out of 5 stars,"From Chicken Marsala to cheesecake, this thing does it all. I love that when you are done cooking, you only have one pot left to wash. Tons of recipes are available online. I absolutely love my Instant Pot."
5.0 out of 5 stars,"Excited to get my pot. Advertised to give all the accesories: paddle, condensation, steaming rack, soup spoon, measuring cup. But only received condensation and rack...edit: Contacted instantpot and got my materials!!"
5.0 out of 5 stars,made some great tasting meals with this Instant Pot.  I originally bought the 6 QT. model and than  decide to upgrade to the 8QT.  Needed the extra capacity for soups and cooking ribs and the 8QT. does the trick..
5.0 out of 5 stars,Love my insta pot. I do long days at work and it's so easy to come home and throw something yummy in and it be done in a short time frame with little clean up. I can eat healthy as oppose to going out and I love I don't have to remember to thaw out meat. It Cooks frozen chicken in less than 30 and the food taste great. How did I survive without this. Fast shipping amaze product !!!!
5.0 out of 5 stars,"Daughter loves this product. For a busy mother of three and wife, this makes mealtime more enjoyable for her!! She likes it so much I bought one for b myself and am waiting for it to be delivered"
5.0 out of 5 stars,I’m going to donate a couple of food cookers that now are taking up space in my wee kitchen because this pot does it all with ease. Controls on this cooker is intuitive but reading the manual of course is a good idea. It’s easy to clean and saves time cooking.
1.0 out of 5 stars,I would not recommend 3 times my meat was uncooked even with setting on high and extending the amount of time for the slow cooker. I also tried to cook the uncooked meat with pressure setting and it still did not cook. Then it was hard to clean as all the sauce stuck as I had to cook for longer as meat was not cooked. When I read other reviews it seems a lot of people have this issue. I would like someone to follow up on how I can return this product as it is not cooking meat on the slow cooker setting like it advertises.
